Feature ID	Taxon
Corynebacterium jeikeium	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium jeikeium
Corynebacterium sanguinis	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium sanguinis
Candidatus Corynebacterium avicola	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Candidatus Corynebacterium avicola
Dietzia cinnamea	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Dietziaceae; g__Dietzia; s__Dietzia cinnamea
Streptomyces roseoverticillatus	k__ ; p__Actinomycetota; c__Actinomycetes; o__Kitasatosporales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces roseoverticillatus
Streptomyces sp. SUK 48	k__ ; p__Actinomycetota; c__Actinomycetes; o__Kitasatosporales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces sp. SUK 48
Actinomyces sp. Marseille-P3109	k__ ; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces sp. Marseille-P3109
Actinomyces sp. oral taxon 170	k__ ; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces sp. oral taxon 170
Actinomyces dentalis	k__ ; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces dentalis
Varibaculum prostatecancerukia	k__ ; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Actinomycetaceae; g__Varibaculum; s__Varibaculum prostatecancerukia
Schaalia odontolytica	k__ ; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Actinomycetaceae; g__Schaalia; s__Schaalia odontolytica
Nakamurella aerolata	k__ ; p__Actinomycetota; c__Actinomycetes; o__Nakamurellales; f__Nakamurellaceae; g__Nakamurella; s__Nakamurella aerolata
Euzebya rosea	k__ ; p__Actinomycetota; c__Nitriliruptoria; o__Euzebyales; f__Euzebyaceae; g__Euzebya; s__Euzebya rosea
Prochlorococcus sp. AG-402-L09	k__ ; p__Cyanobacteriota; c__Cyanophyceae; o__Synechococcales; f__Prochlorococcaceae; g__Prochlorococcus; s__Prochlorococcus sp. AG-402-L09
Prochlorococcus sp. AG-409-J03	k__ ; p__Cyanobacteriota; c__Cyanophyceae; o__Synechococcales; f__Prochlorococcaceae; g__Prochlorococcus; s__Prochlorococcus sp. AG-409-J03
Staphylococcus auricularis	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus auricularis
Staphylococcus devriesei	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus devriesei
Staphylococcus equorum	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus equorum
Jeotgalicoccus aerolatus	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Jeotgalicoccus; s__Jeotgalicoccus aerolatus
Bacillus licheniformis	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus licheniformis
Salimicrobium halophilum	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Salimicrobium; s__Salimicrobium halophilum
Rossellomorea aquimaris	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Rossellomorea; s__Rossellomorea aquimaris
Marinilactibacillus psychrotolerans	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Marinilactibacillus; s__Marinilactibacillus psychrotolerans
Desemzia incerta	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Desemzia; s__Desemzia incerta
Streptococcus intermedius	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus intermedius
Streptococcus thermophilus	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus thermophilus
Lactococcus lactis	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__Lactococcus lactis
Lactobacillus iners	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus iners
[Clostridium] leptum	k__ ; p__Bacillota; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__ ; s__[Clostridium] leptum
Johnsonella ignava	k__ ; p__Bacillota; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Johnsonella; s__Johnsonella ignava
[Eubacterium] yurii	k__ ; p__Bacillota; c__Clostridia; o__Peptostreptococcales; f__Filifactoraceae; g__Peptoanaerobacter; s__[Eubacterium] yurii
Fenollaria massiliensis	k__ ; p__Bacillota; c__Clostridia; o__Eubacteriales; f__ ; g__Fenollaria; s__Fenollaria massiliensis
Peptoniphilus coxii	k__ ; p__Bacillota; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Aedoeadaptatus; s__Aedoeadaptatus coxii
Anaerococcus sp. Marseille-P3915	k__ ; p__Bacillota; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Anaerococcus; s__Anaerococcus sp. Marseille-P3915
Dialister invisus	k__ ; p__Bacillota; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Dialister; s__Dialister invisus
Opitutae bacterium UBA3151	k__ ; p__Verrucomicrobiota; c__Opitutia; o__ ; f__ ; g__ ; s__Opitutia bacterium UBA3151
Planctomycetaceae bacterium UBA2671	k__ ; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__ ; s__Planctomycetaceae bacterium UBA2671
Gimesia maris	k__ ; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Gimesia; s__Gimesia maris
Pirellulaceae bacterium	k__ ; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__ ; s__Pirellulaceae bacterium
Planctomycetia bacterium TMED53	k__ ; p__Planctomycetota; c__Planctomycetia; o__ ; f__ ; g__ ; s__Planctomycetia bacterium TMED53
Candidatus Saccharibacteria bacterium UBA6572	k__ ; p__Candidatus Saccharimonadota; c__ ; o__ ; f__ ; g__ ; s__Candidatus Saccharibacteria bacterium UBA6572
Parcubacteria bacterium OLB19	k__ ; p__Candidatus Parcubacteria; c__ ; o__ ; f__ ; g__ ; s__Parcubacteria bacterium OLB19
Polyangiaceae bacterium	k__ ; p__Myxococcota; c__ ; o__Polyangiales; f__Polyangiaceae; g__ ; s__Polyangiaceae bacterium
Micavibrio sp. UBA6212	k__ ; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Pseudobdellovibrionaceae; g__Micavibrio; s__Micavibrio sp. UBA6212
Sulfurospirillum sp.	k__ ; p__Campylobacterota; c__Epsilonproteobacteria; o__Campylobacterales; f__Sulfurospirillaceae; g__Sulfurospirillum; s__Sulfurospirillum sp.
Hydrogenimonas sp.	k__ ; p__Campylobacterota; c__Epsilonproteobacteria; o__Campylobacterales; f__Hydrogenimonadaceae; g__Hydrogenimonas; s__Hydrogenimonas sp.
bacterium TMED198	k__ ; p__ ; c__ ; o__ ; f__ ; g__ ; s__bacterium TMED198
Fusobacterium polymorphum	k__ ; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__Fusobacterium polymorphum
Syntrophaceae bacterium	k__ ; p__Thermodesulfobacteriota; c__Syntrophia; o__Syntrophales; f__Syntrophaceae; g__ ; s__Syntrophaceae bacterium
Thermodesulfobacteriaceae bacterium	k__ ; p__Thermodesulfobacteriota; c__Thermodesulfobacteria; o__Thermodesulfobacteriales; f__Thermodesulfobacteriaceae; g__ ; s__Thermodesulfobacteriaceae bacterium
Euryarchaeota archaeon UBA557	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA557
Halococcus sediminicola	k__ ; p__Methanobacteriota; c__Halobacteria; o__Halobacteriales; f__Halococcaceae; g__Halococcus; s__Halococcus sediminicola
Halococcus hamelinensis	k__ ; p__Methanobacteriota; c__Halobacteria; o__Halobacteriales; f__Halococcaceae; g__Halococcus; s__Halococcus hamelinensis
uncultured Candidatus Woesearchaeota archaeon	k__ ; p__Candidatus Woesearchaeota; c__ ; o__ ; f__ ; g__ ; s__uncultured Candidatus Woesearchaeota archaeon
Candidatus Pelagibacter sp. TMED118	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__Candidatus Pelagibacter; s__Candidatus Pelagibacter sp. TMED118
Paraburkholderia fungorum	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Paraburkholderia; s__Paraburkholderia fungorum
Halobacteriovorax sp. HLS	k__ ; p__Bdellovibrionota; c__Bacteriovoracia; o__Bacteriovoracales; f__Halobacteriovoraceae; g__Halobacteriovorax; s__Halobacteriovorax sp. HLS
Pseudoalteromonas elyakovii	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__Pseudoalteromonas distincta
Pelagibacteraceae bacterium AG-422-C23	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__ ; s__Pelagibacteraceae bacterium AG-422-C23
Pandoraea nosoerga	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea nosoerga
Saprospiraceae bacterium UBA7328	k__ ; p__Bacteroidota; c__Saprospiria; o__Saprospirales; f__Saprospiraceae; g__ ; s__Saprospiraceae bacterium UBA7328
Candidatus Peregrinibacteria bacterium	k__ ; p__Candidatus Peregrinibacteriota; c__ ; o__ ; f__ ; g__ ; s__Candidatus Peregrinibacteria bacterium
Marine Group II euryarchaeote MED-G37	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Marine Group II euryarchaeote MED-G37
Croceivirga radicis	k__ ; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Croceivirga; s__Croceivirga radicis
Kordia sp. TARA_039_SRF	k__ ; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Kordia; s__Kordia sp. TARA_039_SRF
Roseivirga sp. UBA6052	k__ ; p__Bacteroidota; c__Cytophagia; o__Cytophagales; f__Roseivirgaceae; g__Roseivirga; s__Roseivirga sp. UBA6052
Novosphingobium sp. B1	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__Novosphingobium sp. B1
Blastomonas sp. CACIA14H2	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Blastomonas; s__Blastomonas sp. CACIA14H2
Blastomonas natatoria	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Blastomonas; s__Blastomonas natatoria
Sphingobium fluviale	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__Sphingobium fluviale
Ruegeria sp. TM1040	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Ruegeria; s__Ruegeria sp. TM1040
Rhizobium oryzihabitans	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Rhizobiaceae; g__Rhizobium; s__Rhizobium oryzihabitans
Rhizobium sp. 9140	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Rhizobiaceae; g__Rhizobium; s__Rhizobium sp. 9140
Agrobacterium genomosp. 13	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Rhizobiaceae; g__Agrobacterium; s__Agrobacterium genomosp. 13
Aliihoeflea sp. 2WW	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Phyllobacteriaceae; g__Aliihoeflea; s__Aliihoeflea sp. 2WW
Brevundimonas sp. 357	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__Brevundimonas sp. 357
Ferrimonas aestuarii	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Ferrimonadaceae; g__Ferrimonas; s__Ferrimonas aestuarii
Pseudomonas alcaliphila	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Ectopseudomonas; s__Ectopseudomonas alcaliphila
Pseudomonas indoloxydans	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Ectopseudomonas; s__Ectopseudomonas oleovorans
Marinomonas ostreistagni	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae; g__Marinomonas; s__Marinomonas ostreistagni
Nitrincola tapanii	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae; g__Nitrincola; s__Nitrincola tapanii
Aliikangiella marina	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Oceanospirillales; f__Pleioneaceae; g__Aliikangiella; s__Aliikangiella marina
Vibrio rotiferianus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio rotiferianus
Vibrio mediterranei	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio mediterranei
Providencia rustigianii	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Morganellaceae; g__Providencia; s__Providencia rustigianii
Ralstonia insidiosa	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Ralstonia; s__Ralstonia insidiosa
Achromobacter sp. UMC71	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__Achromobacter sp. UMC71
Verrucomicrobia bacterium TMED56	k__ ; p__Verrucomicrobiota; c__ ; o__ ; f__ ; g__ ; s__Verrucomicrobia bacterium TMED56
candidate division KSB1 bacterium	k__ ; p__ ; c__ ; o__ ; f__ ; g__ ; s__Candidatus Zhuqueibacterota bacterium
bacterium TMED6	k__ ; p__ ; c__ ; o__ ; f__ ; g__ ; s__bacterium TMED6
Candidatus Nitrosomarinus sp.	k__ ; p__Nitrososphaerota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Candidatus Nitrosomarinus; s__Candidatus Nitrosomarinus sp.
Candidatus Diapherotrites archaeon	k__ ; p__Candidatus Iainarchaeota; c__Candidatus Iainarchaeia; o__Candidatus Iainarchaeales; f__Candidatus Iainarchaeaceae; g__Candidatus Iainarchaeum; s__Candidatus Iainarchaeum archaeon
Euryarchaeota archaeon UBA486	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA486
Pelagibacteraceae bacterium TMED259	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__ ; s__Pelagibacteraceae bacterium TMED259
Pelagibacteraceae bacterium AG-349-E10	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__ ; s__Pelagibacteraceae bacterium AG-349-E10
Pelagibacteraceae bacterium AG-447-E22	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__ ; s__Pelagibacteraceae bacterium AG-447-E22
Pelagibacteraceae bacterium AG-422-D23	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__ ; s__Pelagibacteraceae bacterium AG-422-D23
Pelagibacteraceae bacterium AG-325-J17	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__ ; s__Pelagibacteraceae bacterium AG-325-J17
Pelagibacteraceae bacterium AG-390-A02	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__ ; s__Pelagibacteraceae bacterium AG-390-A02
Pelagibacteraceae bacterium AG-426-G02	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__ ; s__Pelagibacteraceae bacterium AG-426-G02
Pelagibacteraceae bacterium AG-349-L23	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__ ; s__Pelagibacteraceae bacterium AG-349-L23
Pelagibacteraceae bacterium AG-422-B15	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__ ; s__Pelagibacteraceae bacterium AG-422-B15
Pelagibacteraceae bacterium AG-430-F16	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__ ; s__Pelagibacteraceae bacterium AG-430-F16
Pelagibacteraceae bacterium AG-426-P20	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__ ; s__Pelagibacteraceae bacterium AG-426-P20
Pelagibacteraceae bacterium AG-359-O02	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__ ; s__Pelagibacteraceae bacterium AG-359-O02
Pelagibacteraceae bacterium AG-390-M19	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__ ; s__Pelagibacteraceae bacterium AG-390-M19
Pelagibacteraceae bacterium GOM-A1	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__ ; s__Pelagibacteraceae bacterium GOM-A1
Pelagibacteraceae bacterium AG-325-E08	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__ ; s__Pelagibacteraceae bacterium AG-325-E08
Pelagibacteraceae bacterium AG-390-L03	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__ ; s__Pelagibacteraceae bacterium AG-390-L03
Pelagibacteraceae bacterium TMED170	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__ ; s__Pelagibacteraceae bacterium TMED170
Pelagibacteraceae bacterium AG-345-O09	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__ ; s__Pelagibacteraceae bacterium AG-345-O09
Pelagibacteraceae bacterium AG-325-E23	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__ ; s__Pelagibacteraceae bacterium AG-325-E23
Candidatus Pelagibacter sp. TMED106	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__Candidatus Pelagibacter; s__Candidatus Pelagibacter sp. TMED106
Candidatus Pelagibacter sp. RS39	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__Candidatus Pelagibacter; s__Candidatus Pelagibacter sp. RS39
Candidatus Pelagibacter bacterium	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__Candidatus Pelagibacter; s__Candidatus Pelagibacter sp.
Candidatus Pelagibacter sp. TMED165	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__Candidatus Pelagibacter; s__Candidatus Pelagibacter sp. TMED165
Candidatus Pelagibacter sp. FZCC0015	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__Candidatus Pelagibacter; s__Candidatus Pelagibacter sp. FZCC0015
Candidatus Pelagibacter giovannonii	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__Candidatus Pelagibacter; s__Candidatus Pelagibacter giovannonii
Pelagibacterales bacterium SAG-MED47	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__ ; g__ ; s__Pelagibacterales bacterium SAG-MED47
Pelagibacterales bacterium SAG-MED11	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__ ; g__ ; s__Pelagibacterales bacterium SAG-MED11
Pelagibacterales bacterium SAG-MED19	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__ ; g__ ; s__Pelagibacterales bacterium SAG-MED19
Pelagibacterales bacterium SAG-MED37	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__ ; g__ ; s__Pelagibacterales bacterium SAG-MED37
Pelagibacterales bacterium MED-G42	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__ ; g__ ; s__Pelagibacterales bacterium MED-G42
Pelagibacterales bacterium SAG-MED38	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__ ; g__ ; s__Pelagibacterales bacterium SAG-MED38
Pelagibacterales bacterium SAG-MED34	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__ ; g__ ; s__Pelagibacterales bacterium SAG-MED34
Pelagibacterales bacterium SAG-MED09	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__ ; g__ ; s__Pelagibacterales bacterium SAG-MED09
Pelagibacterales bacterium SAG-MED41	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__ ; g__ ; s__Pelagibacterales bacterium SAG-MED41
Erythrobacter sp. NAP1	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__Erythrobacter; s__Erythrobacter sp. NAP1
Erythrobacter tepidarius	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__Erythrobacter; s__Erythrobacter tepidarius
Erythrobacter ani	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__Erythrobacter; s__Erythrobacter ani
Aurantiacibacter aquimixticola	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__Aurantiacibacter; s__Aurantiacibacter aquimixticola
Aurantiacibacter arachoides	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__Aurantiacibacter; s__Aurantiacibacter arachoides
Altererythrobacter sp.	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__Altererythrobacter; s__Altererythrobacter sp.
Altererythrobacter ishigakiensis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__Altererythrobacter; s__Altererythrobacter ishigakiensis
Sphingomonas sp. Ag1	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas sp. Ag1
Sphingomonas sp. TDK1	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas sp. TDK1
Sphingomonas sp. OV641	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas sp. OV641
Sphingomonas sp. 35-24ZXX	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas sp. 35-24ZXX
Sphingomonas sp. JUb134	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas sp. JUb134
Sphingomonas dokdonensis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas dokdonensis
Sphingomonas adhaesiva	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas adhaesiva
Sphingomonas guangdongensis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas guangdongensis
Sphingobium sp. AP49	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__Sphingobium sp. AP49
Sphingobium cloacae	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__Sphingobium cloacae
Sphingopyxis sp. H115	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__Sphingopyxis sp. H115
Sphingopyxis sp. RIFCSPHIGHO2_12_FULL_65_19	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__Sphingopyxis sp. RIFCSPHIGHO2_12_FULL_65_19
Sphingopyxis fribergensis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__Sphingopyxis fribergensis
Sphingopyxis granuli	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__Sphingopyxis granuli
Sphingopyxis lindanitolerans	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__Sphingopyxis lindanitolerans
Novosphingobium guangzhouense	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__Novosphingobium guangzhouense
